finding_url,repository,repository_url,title,description,severity,status,detected_at,committed_at,author_email,assignee_name,assignee_email,has_patch,configured_scan_id,commit_hash,relevant_paths,resolution_reason,triage_group
https://chatgpt.com/codex/cloud/security/findings/b5b1bdd7a42881918dc0a83b70e35f52,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Employment tasks can move arbitrary world items,"The commit introduces player-accessible employment task drafts. A user with a host employment contract granting AssignTasks and ManageDeliveryRoutes can add get-by-id, get-by-tag, commodity, and delivery steps using arbitrary numeric cell IDs or arbitrary item/container IDs. Finalising the task only checks the user's host authority flags; it does not constrain the source cells, destination cells, items, or containers to the employment host's stockroom/shopfront/workplace or otherwise host-owned areas. The live EmploymentWorkerAI then creates a physical movement context and advances these tasks. The task context's CanPath is not actual pathfinding and defaults to true, AvailableItems enumerates deep items in the specified cell, TryCollectTaskItem directly extracts or container-takes the item, and TryDeliverTaskItems directly inserts/puts it at the destination. The AI only waits to path when NextStepLocation returns a reachable hint; if no reachable hint is returned, it proceeds to AdvanceTask anyway. This lets a malicious or compromised in-game manager use an NPC worker as an item-moving primitive outside the intended business boundary, potentially stealing or relocating other players' or world items and bypassing normal pickup/container restrictions.",high,new,2026-06-01T14:41:07.509515Z,2026-05-28 06:09:08 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,ae4925717bc5fda6acc0acd959c8991758958127,MudSharpCore/Commands/Modules/EconomyModule.Employment.cs | MudSharpCore/Commands/Helpers/EmploymentTaskAuthoringService.cs | MudSharpCore/Economy/Employment/EmploymentTaskBoard.cs | MudSharpCore/NPC/AI/EmploymentWorkerAI.cs,,"Economy — Employment, Jobs & Payroll"
https://chatgpt.com/codex/cloud/security/findings/fb6b2cb46ef88191a1e719b6f0dd8d02,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,SMTP TLS certificate validation is disabled,"EmailHelper now sets client.ServerCertificateValidationCallback to a delegate that always returns true. Because this is MailKit's per-client certificate validation hook, an active network attacker between the MUD server and its SMTP server can present a forged certificate when SSL/TLS is enabled. The server will still connect and then authenticate with the configured SMTP username and password, exposing SMTP credentials and queued email contents such as account recovery messages. The commit removed a global ServicePointManager callback, but replaced it with the callback that MailKit actually uses for SMTP certificate validation.",high,new,2026-06-01T16:35:06.539742Z,2026-04-25 14:00:06 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,2a38aa1255ca0a194a05fad4a6c53e7a40e771b9,MudSharpCore/Email/EmailHelper.cs,,"AI Storyteller, Discord, Email & External Integrations"
https://chatgpt.com/codex/cloud/security/findings/d237cf50c25c819198fa9685db9fef83,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Unbounded text helpers enable player script DoS,"The new TextUtilityFunction implementation lets script authors choose arbitrary repeat counts and pad widths. For example, a player-authored computer program can compile source like `return repeattext(""A"", 1000000000)` or `return padright("""", 1000000000)`. Execution then attempts to construct a massive string in a single statement. Counts larger than Int32 also pass through an unchecked decimal-to-int cast in GetInteger, producing exceptions. In the computer-program executor path, statements are executed directly and only ComputerProgramWaitException is caught, so these helper-triggered allocation failures or conversion exceptions can escape normal program failure handling and disrupt the MUD process/game loop. The functions are registered without restricted contexts; Text functions use only Text/Number types, which are allowed in computer compilation, and the player-facing programming command allows players to save arbitrary source code when the programming feature is enabled.",medium,new,2026-06-05T21:54:32.399843Z,2026-06-06 07:41:14 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,354ce7cd3a18ead3788e6a6ebea5c4158279d3ac,MudSharpCore/FutureProg/Functions/Textual/TextUtilityFunctions.cs | MudSharpCore/FutureProg/Functions/FunctionCompilerInformation.cs | MudSharpCore/FutureProg/ComputerCompilationRestrictions.cs | MudSharpCore/Commands/Modules/ElectronicsModule.cs | MudSharpCore/Computers/ComputerProgramExecutor.cs,,"Computers, Automation & Electronics"
https://chatgpt.com/codex/cloud/security/findings/2260fabcdbfc81919436ea26f0c4013e,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Employment tasks can underpay commodity shop purchases,"This commit adds first-class commodity merchandise and a correct weight-priced shop path, but the employment purchase resolver only uses that path when PurchaseTarget.CommodityWeight is set. The older employment merchandise and item-selector purchase paths still accept any IMerchandise, including MerchandiseType.Commodity, and return a PurchaseTarget priced with PriceForMerchandise(quantity). TryPurchase then calls CanBuy/Buy or CanBuyExact/BuyExact instead of CanBuyCommodityWeight/BuyCommodityWeight. For non-stackable commodity stock, the count-based BuyFromStockedItems path treats one commodity pile as one item, transfers the whole pile, and charges only the count price. A manager with employment purchase authority can therefore author a task such as a one-count merchandise/item purchase for commodity merchandise and buy an entire stocked commodity pile for the price configured per pricing weight, bypassing the player-facing commodity-by-weight restriction.",medium,new,2026-06-01T15:11:48.390033Z,2026-06-01 23:01:15 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,ad10164cd40ec441d9173762b285797fe2c53b10,MudSharpCore/Economy/Employment/EmploymentFinanceService.cs | MudSharpCore/Economy/Shops/Shop.cs | MudSharpCore/Commands/Modules/EconomyModule.cs,,"Economy — Employment, Jobs & Payroll"
https://chatgpt.com/codex/cloud/security/findings/529f1891ab108191a8a003eab7bc7a48,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Unbounded hotel room names can crash saves,"This commit moved hotel room state from XML/text storage into normalized EF tables. The new HotelRooms.Name column is limited to varchar(200), but the existing room add and rename commands copy StringStack.SafeRemainingArgument directly into the room name without enforcing that limit. HotelPersistenceStore then writes room.Name straight into the new DbHotelRoom record. If a hotel manager supplies a name longer than the database column allows, the periodic SaveManager.Flush will call SaveChanges and receive a database update error such as ""Data too long for column 'Name'"". The main loop invokes this flush without a recovery path, so in production the exception can terminate the service. The attacker needs an authenticated character authorized to manage a property/hotel, but does not need staff privileges.",medium,new,2026-06-01T15:09:40.609604Z,2026-06-01 21:54:20 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,be99cce4971fcd9ea1a701d060dba00be7426246,MudSharpCore/Commands/Modules/PropertyModule.RoomRent.cs | MudSharpCore/Economy/Property/Property.Hotel.cs | MudSharpCore/Economy/Hotels/HotelPersistenceStore.cs | MudsharpDatabaseLibrary/Database/FuturemudDatabaseContextEmployment.cs | MudSharpCore/Framework/Futuremud.cs,,"Economy — Shops, Property, Banking & Ledger"
https://chatgpt.com/codex/cloud/security/findings/44bb35643a6c8191bc0bf78e7ceaaa47,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Trial docket leaks restricted legal cases,"This commit adds PC judge trial docket functionality. The summon and judgement paths correctly use CanManuallyJudge, which checks both CanConvict and whether the actor's enforcement authority includes the target's legal class in AccusableClasses. However, TrialDocket only calls JudgementAuthorities, which includes any jurisdiction where the actor has CanConvict, and then lists every defendant with known crimes, bail, remand, or trial effects in that jurisdiction. The output deliberately ignores visibility for the defendant description and also prints full personal names, charge IDs, charge names, dates/status, and prior conviction counts. A lower-scope PC judge/enforcer who may only judge some legal classes can therefore enumerate restricted cases for protected legal classes in the same jurisdiction.",medium,new,2026-06-01T12:35:25.030945Z,2026-06-01 19:00:28 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,87f869da54bab02542d6e1bcab19534871463e03,MudSharpCore/Commands/Modules/CrimeModule.cs,,"Legal, Crime & Law Enforcement"
https://chatgpt.com/codex/cloud/security/findings/413a43dd4ae481919eef90aa1239fcf7,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Physical-float settlement can seize employee cash,"The commit introduces executable `physicalfloat` actions. When returning or settling physical float, `TryFindCarriedCurrency` builds the set of eligible currency piles from both `context.CarriedTaskItems(actor)` and `actor.Body.HeldItems`. The latter includes normal currency the assigned employee is personally holding, not just cash that was issued by this employment task. `TrySettlePhysicalFloat` then removes those coins and credits the employer's virtual cash, and `TryReturnPhysicalFloat` can deposit/move them to the employer bank/register/container path. As a result, a manager or scheduled task with the physical-float authority can create a `physicalfloat settle all` or `return all` step that confiscates an employee/player's held money instead of only operating on task-custody currency. The fix should restrict return/settle candidates to currency piles tracked as task-custody/issued float for the current task, or otherwise verify provenance before removing or crediting coins.",medium,new,2026-06-01T15:12:08.009239Z,2026-06-01 14:48:01 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,06e872b4ef7dad6f41b307d502d2aed69c658bd7,MudSharpCore/Commands/Helpers/EmploymentTaskAuthoringService.cs | MudSharpCore/Economy/Employment/EmploymentFinanceService.cs,,"Economy — Employment, Jobs & Payroll"
https://chatgpt.com/codex/cloud/security/findings/dda7d2e8ce388191ae82448e1a3dcfd5,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Employment purchases can remotely buy from any shop,"This commit changes employment `purchase` steps from audit-only to executable and allows `from <shop id|name|any>`. The resolver searches `gameworld.Shops` directly and selects stocked merchandise, but it never checks the supplier shop's `CurrentLocations`, never requires a movement/path step to the shop, and never verifies that the worker is actually at a valid shopfront. It then calls `target.Shop.Buy(...)`. The native `Shop.Buy` method assumes the caller has already selected an accessible shop: it removes the stocked item from its current container/location and gives it to the actor or drops it at the actor's current location. As a result, an authenticated player/NPC with delegated employment task purchase authority can spend employer funds to pull stocked items out of any trading shop in the world, including with the `any` selector, bypassing normal physical shop access and effectively teleporting goods to the worker.",medium,new,2026-06-01T15:12:28.721416Z,2026-06-01 10:30:51 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,ab1fb82eee8e890880407e5a0d1a9d9643155e57,FutureMUDLibrary/Economy/Employment/EmploymentActionCatalog.cs | MudSharpCore/Economy/Employment/EmploymentFinanceService.cs | MudSharpCore/Economy/Shops/Shop.cs,,"Economy — Employment, Jobs & Payroll"
https://chatgpt.com/codex/cloud/security/findings/bc9ba7a2060c8191b8be17677ef6fa08,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Oversized scheduled-rule cooldown can crash the server,"The commit introduces scheduled-rule authoring with user-controlled cooldown values. TryParseDuration accepts numeric values such as `1000000000000d`, parses them as decimal, and passes them directly to TimeSpan.FromDays/FromHours/FromMinutes/FromSeconds. Values above TimeSpan's supported range throw OverflowException. TrySetDraftCooldown and one-shot rule creation do not catch this exception. In production builds, PlayerConnection catches any exception during command handling, writes a crash log, and calls Environment.Exit(0), so an authenticated character with delegated CreateScheduledRules authority can reliably terminate the MUD process by setting an oversized scheduled-rule cooldown.",medium,new,2026-06-01T15:08:57.886901Z,2026-05-31 22:38:05 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,88887c4de332f332f0ee2af65d8d46153753a6e1,MudSharpCore/Commands/Helpers/EmploymentScheduledRuleAuthoringService.cs | MudSharpCore/Network/PlayerConnection.cs,,"Economy — Employment, Jobs & Payroll"
https://chatgpt.com/codex/cloud/security/findings/439050e098d0819180994f17964f6f47,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Specific item task selectors allow targeted item retrieval,"The new retrieval parser accepts `*<itemId>` for `getid` tasks after only checking that the item exists globally. It does not require the task author to see the item, prove the item belongs to the employment host, or constrain the source cells to host-controlled stockrooms. Source locations can still be arbitrary numeric cell IDs. At execution time, the step matches available items by exact live item ID and then calls `TryCollectTaskItems`, which removes/collects the selected item if the assigned employee can path to the source. This turns an existing broad prototype-based logistics mechanism into targeted live-object retrieval: a player or lower-privileged staff member with delegated `AssignTasks` and `ManageDeliveryRoutes` authority who knows a cell ID and live item ID can cause an eligible worker to retrieve a specific item outside the intended employment inventory boundary.",medium,new,2026-06-01T14:46:45.616643Z,2026-05-30 20:57:05 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,c5bd3754038c52e5e5efc4b3f317172afd3e3016,MudSharpCore/Commands/Helpers/EmploymentTaskAuthoringService.cs | MudSharpCore/Economy/Employment/EmploymentActionSteps.cs,,"Economy — Employment, Jobs & Payroll"
